query_id,method,query_index,query_text,query_intent,top_k,latency_ms,top1_score,hit_at_k,precision_at_k,rr,ndcg_at_k
dense_q_16344,dense,16344,refunding{{Currency Symbol}}{{Refund Amount}},get_refund,5,30.0031,0.9999998807907104,1.0,1.0,1.0,1.0
dense_q_4971,dense,4971,"I want to see what damn payment methods are allowed, help me",check_payment_methods,5,17.6422,0.9528976678848267,1.0,1.0,1.0,1.0
dense_q_18285,dense,18285,could you help me reporting errors with online payment?,payment_issue,5,19.519,0.9693344831466675,1.0,1.0,1.0,1.0
dense_q_4740,dense,4740,I have got to look for my bill #00108,check_invoice,5,30.9232,0.9433812499046326,1.0,1.0,1.0,1.0
dense_q_2284,dense,2284,there are problems trying to edit my address,change_shipping_address,5,17.1096,0.9778809547424316,1.0,1.0,1.0,1.0
dense_q_26832,dense,26832,I expect an refund of {{Refund Amount}} dollars,track_refund,5,18.045,1.0,1.0,1.0,1.0,1.0
dense_q_21325,dense,21325,I want help to inform of problems with a sign-up,registration_problems,5,32.5515,0.9944401979446411,1.0,1.0,1.0,1.0
dense_q_10635,dense,10635,"I would like to create a pro account, how do I do it?",create_account,5,35.5572,0.9971939921379089,1.0,1.0,1.0,1.0
dense_q_13182,dense,13182,how can I see how long it takes for the article to arrive?,delivery_period,5,15.4327,0.9374490976333618,1.0,1.0,1.0,1.0
dense_q_3957,dense,3957,check my bill{{Invoice Number}},check_invoice,5,28.7072,0.8422349095344543,1.0,0.8,1.0,0.9047172294870751
dense_q_19266,dense,19266,I have got to earn a few of your product,place_order,5,29.3162,0.9403612613677979,1.0,1.0,1.0,1.0
dense_q_12245,dense,12245,where do I see what shipping options I have?,delivery_options,5,22.5635,0.962700605392456,1.0,1.0,1.0,1.0
dense_q_9986,dense,9986,help me to open a {{Account Type}} account,create_account,5,19.0647,0.9878984689712524,1.0,1.0,1.0,1.0
dense_q_5045,dense,5045,how do I check what payment payment modalities are accepted?,check_payment_methods,5,21.4039,0.9962162971496582,1.0,1.0,1.0,1.0
dense_q_20857,dense,20857,I am trying to find information about a forgotten PIN code,recover_password,5,20.5524,0.988547682762146,1.0,1.0,1.0,1.0
dense_q_6519,dense,6519,help me checking in what situations can I ask for a refund,check_refund_policy,5,20.4498,0.9866010546684265,1.0,1.0,1.0,1.0
dense_q_20275,dense,20275,where do I restore my pass?,recover_password,5,51.4462,0.8815470933914185,1.0,1.0,1.0,1.0
dense_q_2118,dense,2118,have problems with a shipping address modification,change_shipping_address,5,20.6223,0.930957019329071,1.0,1.0,1.0,1.0
dense_q_20430,dense,20430,I have to retrieve my user PIN,recover_password,5,16.5816,0.9746004939079285,1.0,1.0,1.0,1.0
dense_q_22707,dense,22707,leave review for a service,review,5,25.9639,0.9804083108901978,1.0,1.0,1.0,1.0
dense_q_6024,dense,6024,are the charges of ur services reimbursable,check_refund_policy,5,29.9271,0.9496074318885803,1.0,1.0,1.0,1.0
dense_q_22493,dense,22493,can you help me write an opinion about a product?,review,5,19.4006,0.9881917834281921,1.0,1.0,1.0,1.0
dense_q_22204,dense,22204,ya have a method to send my feedback for ur products,review,5,16.8321,0.9151380062103271,1.0,1.0,1.0,1.0
dense_q_25511,dense,25511,status of order {{Order Number}},track_order,5,24.9822,1.0,1.0,1.0,1.0,1.0
dense_q_25658,dense,25658,can uhelp me seethe ETA of order {{Order Number}},track_order,5,36.5399,0.9703798294067383,1.0,1.0,1.0,1.0
dense_q_24252,dense,24252,use pro account,switch_account,5,23.7774,0.9839459657669067,1.0,0.6,1.0,0.9674679834891693
dense_q_564,dense,564,i want assistance canceling order {{Order Number}},cancel_order,5,27.9914,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_23777,dense,23777,I try to submit a new delivery address,set_up_shipping_address,5,25.0702,0.9898941516876221,1.0,1.0,1.0,1.0
dense_q_2859,dense,2859,I need assistance to modify my address,change_shipping_address,5,15.7093,0.9684967994689941,1.0,1.0,1.0,1.0
dense_q_11048,dense,11048,"I don't want my user account, help cancelling it",delete_account,5,26.1035,0.8017889857292175,1.0,1.0,1.0,1.0
dense_q_26492,dense,26492,I need to check my goddamn restitution status,track_refund,5,24.6122,0.8921241760253906,1.0,1.0,1.0,1.0
dense_q_22901,dense,22901,I try to submit the secondary delivery address,set_up_shipping_address,5,15.121,0.9818611145019531,1.0,1.0,1.0,1.0
dense_q_16470,dense,16470,assistance to get a rebate,get_refund,5,39.2864,0.9851518273353577,1.0,1.0,1.0,1.0
dense_q_4348,dense,4348,i have got to see the damn bills from {{Person Name}},check_invoice,5,26.7937,0.9616533517837524,1.0,0.8,1.0,1.0
dense_q_13623,dense,13623,"I have got to see when will my item arrive, how do I do it?",delivery_period,5,27.5172,0.9808608293533325,1.0,1.0,1.0,1.0
dense_q_12950,dense,12950,assistance seeing how soon can I expect my article,delivery_period,5,28.0832,0.9748198986053467,1.0,1.0,1.0,1.0
dense_q_7840,dense,7840,where do I lodge a consumer claim against your business?,complaint,5,34.7315,0.9705881476402283,1.0,1.0,1.0,1.0
dense_q_3761,dense,3761,how can i see the withdrawal fees,check_cancellation_fee,5,29.6427,0.9945024251937866,1.0,1.0,1.0,1.0
dense_q_25012,dense,25012,want help to check the eta of purchase {{Order Number}},track_order,5,29.0907,0.9976456165313721,1.0,1.0,1.0,1.0
dense_q_26091,dense,26091,could I know if there are any news on my reimbursement?,track_refund,5,22.5014,0.9777314066886902,1.0,1.0,1.0,1.0
dense_q_25160,dense,25160,can I see order {{Order Number}} status?,track_order,5,23.5101,1.0,1.0,1.0,1.0,1.0
dense_q_16635,dense,16635,where to get a restitution of my money,get_refund,5,23.9534,0.9907640218734741,1.0,1.0,1.0,1.0
dense_q_20932,dense,20932,report erroprs with sign-up,registration_problems,5,25.4125,0.8224605321884155,1.0,1.0,1.0,1.0
dense_q_16887,dense,16887,where could I get a compensation of my money?,get_refund,5,16.9727,0.9871283769607544,1.0,1.0,1.0,1.0
dense_q_16069,dense,16069,can you help me to request a reimbursement of money?,get_refund,5,18.3921,0.9450376033782959,1.0,1.0,1.0,1.0
dense_q_15135,dense,15135,help geting my bills from {{Person Name}},get_invoice,5,17.0841,0.993840754032135,1.0,1.0,1.0,1.0
dense_q_13172,dense,13172,I'm trying to see how long it takes for my product to arrive,delivery_period,5,26.2674,0.9668654203414917,1.0,1.0,1.0,1.0
dense_q_18651,dense,18651,"I cannot pay, help reporting goddamn problems with payments",payment_issue,5,19.4116,0.9279077649116516,1.0,1.0,1.0,1.0
dense_q_11580,dense,11580,what do I need to do to cancell a {{Account Category}} account?,delete_account,5,25.8754,0.9854521751403809,1.0,1.0,1.0,1.0
dense_q_24633,dense,24633,I don't know what to do to switch to the {{Account Type}} account,switch_account,5,39.4661,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_19445,dense,19445,I want assiostance to acquire an article,place_order,5,39.0633,0.8911770582199097,1.0,1.0,1.0,1.0
dense_q_11201,dense,11201,deleting pro account,delete_account,5,32.2453,0.9815130829811096,1.0,1.0,1.0,1.0
dense_q_1079,dense,1079,how to edt order {{Order Number}},change_order,5,29.6202,1.0,1.0,1.0,1.0,1.0
dense_q_3397,dense,3397,I do not know what to do to check the cancellation charges,check_cancellation_fee,5,27.5627,0.977448582649231,1.0,1.0,1.0,1.0
dense_q_4561,dense,4561,"I have got to look for bill #00108, how do I do it?",check_invoice,5,15.5527,0.928155779838562,1.0,1.0,1.0,1.0
dense_q_1401,dense,1401,changing order {{Order Number}},change_order,5,23.8313,1.000000238418579,1.0,1.0,1.0,1.0
dense_q_15695,dense,15695,I need help getting the bills from {{Person Name}},get_invoice,5,36.0738,0.9783523082733154,1.0,1.0,1.0,1.0
dense_q_21618,dense,21618,is it possible to report signup errors?,registration_problems,5,15.9749,0.9497969150543213,1.0,1.0,1.0,1.0
dense_q_2384,dense,2384,there is an error modifying the delivery address,change_shipping_address,5,19.3166,0.97197425365448,1.0,1.0,1.0,1.0
dense_q_18191,dense,18191,I am trying to inform of payment problems,payment_issue,5,22.63,0.9672059416770935,1.0,1.0,1.0,1.0
dense_q_13093,dense,13093,how long does it take for a damn article to arrive?,delivery_period,5,18.5121,0.8991397619247437,1.0,1.0,1.0,1.0
dense_q_3326,dense,3326,how to see the early termination penalties?,check_cancellation_fee,5,21.1943,0.9924205541610718,1.0,1.0,1.0,1.0
dense_q_13527,dense,13527,want help to check whenmy package is gonna arrive,delivery_period,5,31.9105,0.9636168479919434,1.0,1.0,1.0,1.0
dense_q_18992,dense,18992,i want assistance acquiring a few of ur article,place_order,5,16.7288,0.9894005656242371,1.0,1.0,1.0,1.0
dense_q_8393,dense,8393,how can I see what hours I cn contact customer support?,contact_customer_service,5,20.7582,0.914549708366394,1.0,1.0,1.0,1.0
dense_q_14280,dense,14280,edit information on {{Account Category}} account,edit_account,5,16.0583,1.0,1.0,1.0,1.0,1.0
dense_q_18616,dense,18616,I don't know what I have to do to notify of a payment error,payment_issue,5,24.0892,0.9840409159660339,1.0,1.0,1.0,1.0
dense_q_16726,dense,16726,where do i ask for a refund,get_refund,5,19.3801,0.8943285942077637,1.0,0.8,1.0,1.0
dense_q_8278,dense,8278,assistance to see at what time I can call customr service,contact_customer_service,5,18.18,0.8893777132034302,1.0,1.0,1.0,1.0
dense_q_12806,dense,12806,assistance seeing what shipment methods you offer,delivery_options,5,24.9238,0.9550565481185913,1.0,1.0,1.0,1.0
dense_q_22775,dense,22775,I do not know how I could send my feedback for a product,review,5,16.4243,0.9813447594642639,1.0,1.0,1.0,1.0
dense_q_19376,dense,19376,want help to purchase some of your product,place_order,5,20.4855,0.9611244797706604,1.0,1.0,1.0,1.0
dense_q_21015,dense,21015,reporting registration issues,registration_problems,5,35.182,0.9888580441474915,1.0,1.0,1.0,1.0
dense_q_24793,dense,24793,"I want to use the {{Account Type}} profile, how to do it?",switch_account,5,24.5432,0.9879730939865112,1.0,1.0,1.0,1.0
dense_q_21894,dense,21894,where could i leave a fucking comment for a service,review,5,16.5482,0.8672249913215637,1.0,1.0,1.0,1.0
dense_q_23861,dense,23861,can huelp me setting the secondary delivery address up,set_up_shipping_address,5,15.7983,0.9053106904029846,1.0,1.0,1.0,1.0
dense_q_14447,dense,14447,correct details on gold account,edit_account,5,24.135,0.9734207987785339,1.0,1.0,1.0,1.0
dense_q_25262,dense,25262,can I check purchase {{Order Number}} current status?,track_order,5,18.7301,0.9691867828369141,1.0,1.0,1.0,1.0
dense_q_11059,dense,11059,"I never use the {{Account Type}} account, can you help me to cancel it?",delete_account,5,36.8548,0.9809477925300598,1.0,1.0,1.0,1.0
dense_q_9021,dense,9021,i need assistance to talk with somelne,contact_human_agent,5,25.119,0.815840482711792,1.0,1.0,1.0,1.0
dense_q_14540,dense,14540,update information on premium account,edit_account,5,30.0696,0.9921880960464478,1.0,1.0,1.0,1.0
dense_q_11608,dense,11608,cancel {{Account Type}} acount,delete_account,5,19.9593,0.9999999403953552,1.0,1.0,1.0,1.0
dense_q_17909,dense,17909,I need help to notify of a trouble with payment,payment_issue,5,31.0619,0.9861043691635132,1.0,1.0,1.0,1.0
dense_q_15095,dense,15095,I do not know how to download the bill #85632,get_invoice,5,32.3194,0.9628938436508179,1.0,1.0,1.0,1.0
dense_q_17412,dense,17412,"I have to unsuscribe to your company newsletter, I need help",newsletter_subscription,5,37.8758,0.9073781967163086,1.0,1.0,1.0,1.0
dense_q_21814,dense,21814,issues with registration,registration_problems,5,27.1758,0.983500599861145,1.0,1.0,1.0,1.0
dense_q_23224,dense,23224,i haveerrors entering my new shipping address,set_up_shipping_address,5,26.7663,0.8943959474563599,1.0,1.0,1.0,1.0
dense_q_25680,dense,25680,wanna see order {{Order Number}} damn current status help me,track_order,5,25.1579,0.9535248279571533,1.0,1.0,1.0,1.0
dense_q_19788,dense,19788,i do not know what to do to earn an item,place_order,5,30.7777,0.9356734156608582,1.0,1.0,1.0,1.0
dense_q_15770,dense,15770,I am trying to download the bill from {{Person Name}},get_invoice,5,16.8609,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_7847,dense,7847,"the experience with you was awful, help me file a complaint",complaint,5,26.3016,0.8835204839706421,1.0,1.0,1.0,1.0
dense_q_13696,dense,13696,help to see how long it takes for my item to arrive,delivery_period,5,24.0541,0.9955602884292603,1.0,1.0,1.0,1.0
dense_q_19352,dense,19352,i have got to buy a product can i get some help,place_order,5,20.3009,0.8617909550666809,1.0,1.0,1.0,1.0
dense_q_26236,dense,26236,i expect a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,5,27.5851,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_23892,dense,23892,wanna switch to th {{Account Category}} account could uhelp me,switch_account,5,25.5024,0.8916949033737183,1.0,1.0,1.0,1.0
dense_q_18004,dense,18004,i have to notify of issues with payments,payment_issue,5,30.3297,0.9889205694198608,1.0,1.0,1.0,1.0
dense_q_14484,dense,14484,modify info on {{Account Category}} account,edit_account,5,19.7083,1.000000238418579,1.0,1.0,1.0,1.0
dense_q_19347,dense,19347,"I need to earn several bloody items, how could I do it?",place_order,5,18.81,0.8036725521087646,1.0,1.0,1.0,1.0
dense_q_15319,dense,15319,getting bills from {{Person Name}},get_invoice,5,20.1531,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_8438,dense,8438,I don't know what to do to speak with cusstomer service,contact_customer_service,5,17.926,0.7954317331314087,1.0,1.0,1.0,1.0
dense_q_13992,dense,13992,modify info on premium account,edit_account,5,27.336,0.9932777881622314,1.0,1.0,1.0,1.0
dense_q_14502,dense,14502,edit information on premium account,edit_account,5,21.3303,0.9906771183013916,1.0,1.0,1.0,1.0
dense_q_20838,dense,20838,what do i need to do to recover my user account pin code,recover_password,5,30.6967,0.9975456595420837,1.0,1.0,1.0,1.0
dense_q_4656,dense,4656,see bill from {{Person Name}},check_invoice,5,17.6203,0.9999998807907104,1.0,1.0,1.0,1.0
dense_q_4403,dense,4403,find my bills from {{Person Name}},check_invoice,5,32.3887,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_8415,dense,8415,help me to see what hours I can reach customer support,contact_customer_service,5,25.1726,0.9965612888336182,1.0,1.0,1.0,1.0
dense_q_26571,dense,26571,can you help me to see the restitution status?,track_refund,5,45.6576,0.9709790349006653,1.0,1.0,1.0,1.0
dense_q_11095,dense,11095,"I want to cancel a damn {{Account Type}} account, I need help",delete_account,5,36.6914,0.972852349281311,1.0,1.0,1.0,1.0
dense_q_49,dense,49,assistance with canceling purchase {{Order Number}},cancel_order,5,19.9677,1.0,1.0,1.0,1.0,1.0
dense_q_11199,dense,11199,i do not know what i need to do to remove the {{Account Type}} account,delete_account,5,25.1396,1.000000238418579,1.0,1.0,1.0,1.0
dense_q_24827,dense,24827,i dont khow what i need to do to change to the {{Account Type}} account,switch_account,5,40.5879,0.9858815670013428,1.0,1.0,1.0,1.0
dense_q_16984,dense,16984,could you help me to unsubscribe to the company newsletter?,newsletter_subscription,5,32.4227,0.9694239497184753,1.0,1.0,1.0,1.0
dense_q_2184,dense,2184,i have problems editing my delivery address,change_shipping_address,5,28.3633,0.9913866519927979,1.0,1.0,1.0,1.0
dense_q_5912,dense,5912,i dont know how to check  ur allowed payment modalities,check_payment_methods,5,30.7296,0.9766559600830078,1.0,1.0,1.0,1.0
dense_q_1101,dense,1101,I can't swap some items of purchase {{Order Number}},change_order,5,18.6695,0.9833148717880249,1.0,1.0,1.0,1.0
dense_q_1443,dense,1443,could you help me to delete something?,change_order,5,26.0753,0.5480501055717468,1.0,0.2,0.3333333333333333,0.5
dense_q_2821,dense,2821,"the address changed, could I update it?",change_shipping_address,5,15.1607,0.8797699213027954,1.0,1.0,1.0,1.0
dense_q_17893,dense,17893,want help subscribing to ur companynewsletter,newsletter_subscription,5,17.0728,0.824934184551239,1.0,1.0,1.0,1.0
dense_q_13428,dense,13428,need to check how soon can i ezpect my package,delivery_period,5,17.2782,0.9138779640197754,1.0,1.0,1.0,1.0
dense_q_22521,dense,22521,is their a section to submit my feedback about a product,review,5,25.6989,0.9173640012741089,1.0,1.0,1.0,1.0
dense_q_19066,dense,19066,how to shop some articles?,place_order,5,27.9235,0.994473934173584,1.0,1.0,1.0,1.0
dense_q_13635,dense,13635,assistance seeing how soon can I expect my item,delivery_period,5,22.5251,0.9832521677017212,1.0,1.0,1.0,1.0
dense_q_6402,dense,6402,in what cases can I request reimbursements?,check_refund_policy,5,18.8345,0.969326913356781,1.0,1.0,1.0,1.0
dense_q_20552,dense,20552,I need information about my access key retrieval,recover_password,5,38.1356,0.9549874067306519,1.0,1.0,1.0,1.0
dense_q_10210,dense,10210,help me creating a {{Account Type}} account,create_account,5,21.4957,0.9955218434333801,1.0,1.0,1.0,1.0
tfidf_q_15521,tfidf,15521,"I want to downlpad my invoice from {{Person Name}}, I need help",get_invoice,5,7.2084,0.7041175816947016,1.0,0.8,1.0,0.9558295932317544
tfidf_q_4226,tfidf,4226,what do I have to do to see my bill #00108?,check_invoice,5,4.7757,0.8031100480498499,1.0,0.6,1.0,0.9469024295259745
tfidf_q_1315,tfidf,1315,help to swap an article of order {{Order Number}},change_order,5,4.9362,0.9089547360495519,1.0,1.0,1.0,1.0
tfidf_q_20746,tfidf,20746,how can I reset my profile access key?,recover_password,5,4.3433,0.7444340088553503,1.0,1.0,1.0,1.0
tfidf_q_4672,tfidf,4672,check invoices from {{Person Name}},check_invoice,5,4.0041,1.0000000000000002,1.0,1.0,1.0,1.0
tfidf_q_25272,tfidf,25272,i need assistance to check the eta of the order {{Order Number}},track_order,5,6.2588,1.0,1.0,1.0,1.0,1.0
tfidf_q_22740,tfidf,22740,I do not know how to leave my feedback for a product,review,5,4.8169,0.8898928921078156,1.0,1.0,1.0,1.0
tfidf_q_9862,tfidf,9862,can ya help me contacting an operator,contact_human_agent,5,4.4533,0.6398796555151297,1.0,1.0,1.0,1.0
tfidf_q_2054,tfidf,2054,want help trying to edit my addres,change_shipping_address,5,4.7276,0.7617606133138191,1.0,1.0,1.0,1.0
tfidf_q_24404,tfidf,24404,how could i change to the {{Account Type}} account,switch_account,5,4.715,0.9132212571470822,1.0,1.0,1.0,1.0
tfidf_q_3082,tfidf,3082,I need to check the withdrawal fee,check_cancellation_fee,5,4.7658,0.9033878794180495,1.0,1.0,1.0,1.0
tfidf_q_8233,tfidf,8233,i want help to see what hours i can call custmer service,contact_customer_service,5,5.0089,0.7248192160170343,1.0,1.0,1.0,1.0
tfidf_q_5779,tfidf,5779,can you help me listing your accepted payment modalities?,check_payment_methods,5,4.1239,0.9382125529652154,1.0,1.0,1.0,1.0
tfidf_q_26446,tfidf,26446,I expect a compensation of {{Refund Amount}} dollars,track_refund,5,3.9113,1.0,1.0,1.0,1.0,1.0
tfidf_q_21210,tfidf,21210,I want assistance to notify of an error with a registration,registration_problems,5,4.7057,0.807024698830395,1.0,0.8,1.0,1.0
tfidf_q_14500,tfidf,14500,modify details on {{Account Type}} account,edit_account,5,3.8983,1.0000000000000002,1.0,1.0,1.0,1.0
tfidf_q_7199,tfidf,7199,want help filing a claim,complaint,5,4.051,0.8974072521306292,1.0,1.0,1.0,1.0
tfidf_q_11888,tfidf,11888,have a problem with the removal of my {{Account Type}} account,delete_account,5,4.367,1.0000000000000002,1.0,1.0,1.0,1.0
tfidf_q_6260,tfidf,6260,need assistance to see in what cases can i ask for refunds,check_refund_policy,5,4.9612,0.93887752977288,1.0,1.0,1.0,1.0
tfidf_q_2259,tfidf,2259,the shipping address has changed how can i modify it,change_shipping_address,5,4.8757,0.9360553071814621,1.0,1.0,1.0,1.0
tfidf_q_1949,tfidf,1949,edit order {{Order Number}},change_order,5,4.4751,1.0,1.0,1.0,1.0,1.0
tfidf_q_19555,tfidf,19555,I have got to acquire several of your article,place_order,5,5.2197,0.8597095303972406,1.0,1.0,1.0,1.0
tfidf_q_22961,tfidf,22961,i have a trouble submitting a different shipping address,set_up_shipping_address,5,3.8836,0.6832220120224443,1.0,1.0,1.0,1.0
tfidf_q_7280,tfidf,7280,i need assistance making a consumer claim against ur compan,complaint,5,4.4997,0.9422017070210498,1.0,1.0,1.0,1.0
tfidf_q_22364,tfidf,22364,how can i submit my feedback about ur products,review,5,5.2947,0.9201867988569304,1.0,1.0,1.0,1.0
tfidf_q_4447,tfidf,4447,how to check bill #85632?,check_invoice,5,4.8283,0.8924834234469571,1.0,1.0,1.0,1.0
tfidf_q_22864,tfidf,22864,help me submit some feedback for a service,review,5,6.2654,0.7823620759378429,1.0,1.0,1.0,1.0
tfidf_q_1813,tfidf,1813,i want help removing a product from order {{Order Number}},change_order,5,4.8546,0.8689766447472468,1.0,1.0,1.0,1.0
tfidf_q_12586,tfidf,12586,wanna see what shipping methods are available how to do it,delivery_options,5,5.0052,0.7264419662531542,1.0,1.0,1.0,1.0
tfidf_q_21902,tfidf,21902,I need assistance to leave an opinion for your services,review,5,4.9375,0.7468383686256233,1.0,1.0,1.0,1.0
tfidf_q_8316,tfidf,8316,I do not know how I can get in touch with customer service,contact_customer_service,5,4.6236,0.896565452926092,1.0,1.0,1.0,1.0
tfidf_q_4373,tfidf,4373,I need assistance to look for the invoice #00108,check_invoice,5,5.1162,0.7467037237427685,1.0,1.0,1.0,1.0
tfidf_q_717,tfidf,717,i have to cancel purchase {{Order Number}},cancel_order,5,6.6903,1.0,1.0,1.0,1.0,1.0
tfidf_q_3388,tfidf,3388,"I have to check the early exit charge, how can I do it?",check_cancellation_fee,5,5.2796,0.8498132425475325,1.0,1.0,1.0,1.0
tfidf_q_17561,tfidf,17561,"I have to sign up to your newsletter, I need assistance",newsletter_subscription,5,5.2822,0.8535559020766216,1.0,1.0,1.0,1.0
tfidf_q_23138,tfidf,23138,there is a problem entering my secondary shipping address,set_up_shipping_address,5,43.5205,0.8493702300221213,1.0,1.0,1.0,1.0
tfidf_q_16327,tfidf,16327,"I paid {{Currency Symbol}}{{Refund Amount}} for a product, I want to obtain a fucking rebate",get_refund,5,6.3117,0.7011863838587817,1.0,1.0,1.0,1.0
tfidf_q_4897,tfidf,4897,is it possible to chec my bill #37777,check_invoice,5,15.61,0.5881366200111822,1.0,0.4,1.0,0.9197207891481876
tfidf_q_8815,tfidf,8815,what is thecustomer support mail,contact_customer_service,5,3.8198,0.7157643179865205,1.0,0.8,1.0,1.0
tfidf_q_24776,tfidf,24776,changkng to platinum account,switch_account,5,4.6269,0.6112979627207024,1.0,1.0,1.0,1.0
tfidf_q_16019,tfidf,16019,what do i have to do to request restitutions of money,get_refund,5,6.625,0.6599869950914653,1.0,0.8,1.0,0.9828920819566879
tfidf_q_614,tfidf,614,how do I cancel purchae {{Order Number}}?,cancel_order,5,4.711,1.0000000000000002,1.0,1.0,1.0,1.0
tfidf_q_21648,tfidf,21648,where do I inform of an error with sign-up?,registration_problems,5,5.0953,0.791910555921653,1.0,1.0,1.0,1.0
tfidf_q_13978,tfidf,13978,correct details on premium account,edit_account,5,3.682,0.684840843030959,1.0,1.0,1.0,1.0
tfidf_q_5029,tfidf,5029,wanna list the bloody accepted payment options how to do it,check_payment_methods,5,4.6442,0.5496764883147939,1.0,1.0,1.0,1.0
tfidf_q_20524,tfidf,20524,i have to resdet my user pin code,recover_password,5,4.4235,0.8175266362314916,1.0,1.0,1.0,1.0
tfidf_q_26273,tfidf,26273,I'm waiting for a refund of {{Refund Amount}} dollrs,track_refund,5,3.9812,1.0000000000000002,1.0,1.0,1.0,1.0
tfidf_q_9019,tfidf,9019,could I speak to a live agent?,contact_human_agent,5,4.3904,0.8344421955617435,1.0,1.0,1.0,1.0
tfidf_q_24012,tfidf,24012,help changing to the standard account,switch_account,5,5.2075,0.9598352004432188,1.0,1.0,1.0,1.0
tfidf_q_19420,tfidf,19420,I need help to earn several producst,place_order,5,6.5782,0.7294406995436564,1.0,1.0,1.0,1.0
tfidf_q_24917,tfidf,24917,can I check the ETA of order {{Order Number}}?,track_order,5,7.3362,0.8694531416854109,1.0,1.0,1.0,1.0
tfidf_q_22013,tfidf,22013,I am trying to leave fewedback about a service,review,5,4.9088,0.6363828163564527,1.0,0.8,1.0,1.0
tfidf_q_5064,tfidf,5064,want assistance checking your available payment modalities,check_payment_methods,5,14.4398,0.9270425584272711,1.0,1.0,1.0,1.0
tfidf_q_22592,tfidf,22592,wanna leave an opinion,review,5,7.3433,0.7751595389849494,1.0,1.0,1.0,1.0
tfidf_q_4937,tfidf,4937,I'm trying to check ur payment modalitise,check_payment_methods,5,5.2919,0.7134157861099647,1.0,1.0,1.0,1.0
tfidf_q_5170,tfidf,5170,check ur paymnt modalities,check_payment_methods,5,3.924,0.4200328755684605,1.0,1.0,1.0,1.0
tfidf_q_25747,tfidf,25747,how can i see the status of purchase {{Order Number}},track_order,5,4.6589,0.9555756628253445,1.0,1.0,1.0,1.0
tfidf_q_9121,tfidf,9121,i want help chatting with an assistant,contact_human_agent,5,4.7452,0.9638476650438137,1.0,1.0,1.0,1.0
tfidf_q_15472,tfidf,15472,wanna downlpad my bill from {{Person Name}},get_invoice,5,3.5714,0.6391868014558769,1.0,0.4,1.0,0.8503449055347546
tfidf_q_23947,tfidf,23947,where to change to the freemium account,switch_account,5,4.6363,0.869062901985571,1.0,1.0,1.0,1.0
tfidf_q_15554,tfidf,15554,send me bills from {{Person Name}},get_invoice,5,3.8609,1.0000000000000002,1.0,1.0,1.0,1.0
tfidf_q_17861,tfidf,17861,how can I subscribe to the newsletter?,newsletter_subscription,5,5.1016,0.9542592330395999,1.0,1.0,1.0,1.0
tfidf_q_18551,tfidf,18551,i cannot pay want help to report errors with payments,payment_issue,5,4.6857,0.5855276120718221,1.0,1.0,1.0,1.0
tfidf_q_1072,tfidf,1072,remove a product from purchase {{Order Number}},change_order,5,4.3805,1.0,1.0,1.0,1.0,1.0
tfidf_q_3161,tfidf,3161,could uhelp me check the cancellation penalty,check_cancellation_fee,5,4.4565,0.6531471135391611,1.0,1.0,1.0,1.0
tfidf_q_20802,tfidf,20802,how can i find information about my key recovery,recover_password,5,4.7139,0.9288839265645669,1.0,0.8,1.0,1.0
tfidf_q_16003,tfidf,16003,can you help me ask for a rebate of money?,get_refund,5,5.1117,0.7880625463222565,1.0,1.0,1.0,1.0
tfidf_q_26501,tfidf,26501,I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},track_refund,5,3.4358,1.0000000000000004,1.0,1.0,1.0,1.0
tfidf_q_2723,tfidf,2723,i have issues trying to edit my delivery address,change_shipping_address,5,4.2048,1.0,1.0,1.0,1.0,1.0
tfidf_q_23007,tfidf,23007,where to submit a  different delivery address,set_up_shipping_address,5,5.4382,0.8889371044210681,1.0,1.0,1.0,1.0
tfidf_q_1194,tfidf,1194,I want to change several products of order {{Order Number}},change_order,5,4.5549,0.9345895638803876,1.0,1.0,1.0,1.0
tfidf_q_21157,tfidf,21157,is it possible to notify of a problem with a signup?,registration_problems,5,4.706,0.7682367879075233,1.0,1.0,1.0,1.0
tfidf_q_5466,tfidf,5466,how to check what payment options are available,check_payment_methods,5,4.6077,0.9354346058962594,1.0,1.0,1.0,1.0
tfidf_q_15523,tfidf,15523,i cant find the bill #00108 will umail it to me,get_invoice,5,4.9986,0.4788971884235062,1.0,0.4,1.0,0.9197207891481876
tfidf_q_3828,tfidf,3828,I am trying to see the fucking withdrawal charges,check_cancellation_fee,5,5.1322,0.706110290958293,1.0,1.0,1.0,1.0
tfidf_q_22440,tfidf,22440,i want help to send feedback for ur services,review,5,5.148,0.8030153607534465,1.0,1.0,1.0,1.0
tfidf_q_5401,tfidf,5401,how to list the allowed payment modalities?,check_payment_methods,5,4.2193,0.8989043816788627,1.0,1.0,1.0,1.0
tfidf_q_3990,tfidf,3990,i want assistance to check the invoices from {{Person Name}},check_invoice,5,4.082,0.9171383889659358,1.0,0.6,1.0,0.9674679834891693
